"GEO","Date","Inc10k_less","Inc10_39k","Inc40_59k","Inc60_79k","Inc80_99k","Inc100_149k","Inc100k_over","Inc150k_over"
"Toronto",2017-07-01,0.049,0.191,0.143,0.12,0.105,0.177,0.391,0.214
"Toronto",2017-08-01,0.05,0.192,0.141,0.121,0.105,0.177,0.39,0.214
"Toronto",2017-09-01,0.052,0.194,0.138,0.122,0.105,0.176,0.389,0.213
"Toronto",2017-10-01,0.053,0.195,0.136,0.122,0.105,0.176,0.388,0.213
"Toronto",2017-11-01,0.054,0.197,0.133,0.123,0.104,0.175,0.388,0.212
"Toronto",2017-12-01,0.056,0.198,0.131,0.124,0.104,0.175,0.387,0.212
"Toronto",2018-01-01,0.057,0.2,0.128,0.124,0.104,0.174,0.386,0.212
"Toronto",2018-02-01,0.058,0.201,0.126,0.125,0.104,0.174,0.385,0.211
"Toronto",2018-03-01,0.06,0.202,0.124,0.126,0.104,0.174,0.384,0.211
"Toronto",2018-04-01,0.061,0.204,0.121,0.127,0.104,0.173,0.384,0.21
"Toronto",2018-05-01,0.062,0.205,0.119,0.128,0.103,0.173,0.383,0.21
"Toronto",2018-06-01,0.064,0.207,0.116,0.128,0.103,0.172,0.382,0.209
"Toronto",2018-07-01,0.065,0.208,0.114,0.129,0.103,0.172,0.381,0.209
"Toronto",2018-08-01,0.062,0.208,0.116,0.129,0.103,0.172,0.382,0.209
"Toronto",2018-09-01,0.06,0.209,0.117,0.129,0.103,0.173,0.383,0.21
"Toronto",2018-10-01,0.057,0.209,0.119,0.129,0.103,0.174,0.384,0.21
"Toronto",2018-11-01,0.054,0.209,0.121,0.129,0.103,0.174,0.384,0.21
"Toronto",2018-12-01,0.051,0.21,0.122,0.129,0.103,0.174,0.385,0.21
"Toronto",2019-01-01,0.048,0.21,0.124,0.129,0.103,0.175,0.386,0.21
"Toronto",2019-02-01,0.046,0.21,0.126,0.129,0.103,0.176,0.387,0.211
"Toronto",2019-03-01,0.043,0.211,0.127,0.129,0.103,0.176,0.388,0.211
"Toronto",2019-04-01,0.04,0.211,0.129,0.129,0.103,0.177,0.388,0.211
"Toronto",2019-05-01,0.038,0.211,0.131,0.129,0.103,0.177,0.389,0.212
"Toronto",2019-06-01,0.035,0.212,0.132,0.129,0.103,0.178,0.39,0.212
"Toronto",2019-07-01,0.032,0.212,0.134,0.129,0.103,0.178,0.391,0.212
"Toronto",2019-08-01,0.032,0.211,0.134,0.129,0.104,0.178,0.392,0.212
"Toronto",2019-09-01,0.032,0.21,0.134,0.129,0.105,0.179,0.392,0.213
"Toronto",2019-10-01,0.032,0.208,0.133,0.128,0.106,0.179,0.393,0.214
"Toronto",2019-11-01,0.032,0.207,0.133,0.128,0.107,0.179,0.394,0.214
"Toronto",2019-12-01,0.032,0.206,0.133,0.128,0.108,0.18,0.395,0.214
"Toronto",2020-01-01,0.032,0.205,0.132,0.128,0.109,0.18,0.396,0.215
"Toronto",2020-02-01,0.031,0.203,0.132,0.128,0.109,0.18,0.396,0.216
"Toronto",2020-03-01,0.031,0.202,0.132,0.128,0.11,0.181,0.397,0.216
"Toronto",2020-04-01,0.031,0.201,0.132,0.128,0.111,0.181,0.398,0.216
"Toronto",2020-05-01,0.031,0.2,0.132,0.127,0.112,0.181,0.398,0.217
"Toronto",2020-06-01,0.031,0.198,0.131,0.127,0.113,0.182,0.399,0.218
"Toronto",2020-07-01,0.031,0.197,0.131,0.127,0.114,0.182,0.4,0.218
"Toronto",2020-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2013-07-01,0.076,0.239,0.135,0.113,0.111,0.139,0.327,0.188
"Vancouver",2013-08-01,0.074,0.239,0.135,0.115,0.11,0.141,0.327,0.186
"Vancouver",2013-09-01,0.073,0.239,0.135,0.116,0.109,0.143,0.328,0.184
"Vancouver",2013-10-01,0.071,0.24,0.136,0.118,0.108,0.145,0.328,0.183
"Vancouver",2013-11-01,0.069,0.24,0.136,0.12,0.107,0.147,0.328,0.181
"Vancouver",2013-12-01,0.068,0.24,0.136,0.121,0.106,0.149,0.329,0.179
"Vancouver",2014-01-01,0.066,0.24,0.136,0.123,0.106,0.152,0.329,0.178
"Vancouver",2014-02-01,0.064,0.24,0.137,0.125,0.105,0.154,0.329,0.176
"Vancouver",2014-03-01,0.063,0.24,0.137,0.126,0.104,0.156,0.33,0.174
"Vancouver",2014-04-01,0.061,0.241,0.137,0.128,0.103,0.158,0.33,0.172
"Vancouver",2014-05-01,0.059,0.241,0.138,0.13,0.102,0.16,0.33,0.17
"Vancouver",2014-06-01,0.058,0.241,0.138,0.131,0.101,0.162,0.331,0.169
"Vancouver",2014-07-01,0.056,0.241,0.138,0.133,0.1,0.164,0.331,0.167
"Vancouver",2014-08-01,0.056,0.243,0.136,0.13,0.1,0.165,0.333,0.168
"Vancouver",2014-09-01,0.057,0.245,0.134,0.127,0.101,0.165,0.334,0.169
"Vancouver",2014-10-01,0.057,0.247,0.133,0.124,0.102,0.166,0.336,0.17
"Vancouver",2014-11-01,0.058,0.249,0.131,0.122,0.102,0.166,0.338,0.171
"Vancouver",2014-12-01,0.058,0.251,0.129,0.119,0.103,0.167,0.34,0.172
"Vancouver",2015-01-01,0.058,0.253,0.128,0.116,0.103,0.167,0.342,0.174
"Vancouver",2015-02-01,0.059,0.255,0.126,0.113,0.104,0.168,0.343,0.175
"Vancouver",2015-03-01,0.059,0.257,0.124,0.11,0.104,0.169,0.345,0.176
"Vancouver",2015-04-01,0.06,0.259,0.122,0.108,0.104,0.169,0.347,0.177
"Vancouver",2015-05-01,0.06,0.261,0.12,0.105,0.105,0.17,0.349,0.178
"Vancouver",2015-06-01,0.061,0.263,0.119,0.102,0.106,0.17,0.35,0.179
"Vancouver",2015-07-01,0.061,0.265,0.117,0.099,0.106,0.171,0.352,0.18
"Vancouver",2015-08-01,0.061,0.261,0.119,0.101,0.106,0.173,0.353,0.179
"Vancouver",2015-09-01,0.06,0.256,0.12,0.102,0.107,0.174,0.354,0.179
"Vancouver",2015-10-01,0.06,0.252,0.122,0.104,0.107,0.176,0.355,0.178
"Vancouver",2015-11-01,0.06,0.247,0.123,0.106,0.108,0.177,0.356,0.178
"Vancouver",2015-12-01,0.059,0.243,0.125,0.107,0.108,0.179,0.357,0.177
"Vancouver",2016-01-01,0.059,0.239,0.126,0.109,0.109,0.18,0.358,0.176
"Vancouver",2016-02-01,0.059,0.234,0.128,0.111,0.109,0.182,0.358,0.176
"Vancouver",2016-03-01,0.058,0.23,0.13,0.112,0.109,0.184,0.359,0.175
"Vancouver",2016-04-01,0.058,0.225,0.131,0.114,0.11,0.185,0.36,0.175
"Vancouver",2016-05-01,0.058,0.221,0.133,0.116,0.11,0.187,0.361,0.174
"Vancouver",2016-06-01,0.057,0.216,0.134,0.117,0.111,0.188,0.362,0.174
"Vancouver",2016-07-01,0.057,0.212,0.136,0.119,0.111,0.19,0.363,0.173
"Vancouver",2016-08-01,0.056,0.214,0.136,0.119,0.11,0.19,0.363,0.173
"Vancouver",2016-09-01,0.055,0.216,0.136,0.119,0.11,0.19,0.363,0.173
"Vancouver",2016-10-01,0.054,0.219,0.135,0.12,0.109,0.189,0.363,0.174
"Vancouver",2016-11-01,0.053,0.221,0.135,0.12,0.108,0.189,0.363,0.174
"Vancouver",2016-12-01,0.052,0.223,0.135,0.12,0.107,0.189,0.363,0.174
"Vancouver",2017-01-01,0.052,0.225,0.134,0.12,0.107,0.188,0.363,0.174
"Vancouver",2017-02-01,0.051,0.227,0.134,0.12,0.106,0.188,0.362,0.174
"Vancouver",2017-03-01,0.05,0.229,0.134,0.12,0.105,0.188,0.362,0.174
"Vancouver",2017-04-01,0.049,0.231,0.134,0.12,0.104,0.188,0.362,0.174
"Vancouver",2017-05-01,0.048,0.234,0.134,0.121,0.104,0.188,0.362,0.175
"Vancouver",2017-06-01,0.047,0.236,0.133,0.121,0.103,0.187,0.362,0.175
"Vancouver",2017-07-01,0.046,0.238,0.133,0.121,0.102,0.187,0.362,0.175
"Vancouver",2017-08-01,0.047,0.236,0.136,0.121,0.101,0.187,0.362,0.175
"Vancouver",2017-09-01,0.047,0.234,0.139,0.121,0.1,0.186,0.361,0.175
"Vancouver",2017-10-01,0.048,0.232,0.142,0.12,0.099,0.186,0.361,0.175
"Vancouver",2017-11-01,0.048,0.23,0.145,0.12,0.098,0.185,0.36,0.175
"Vancouver",2017-12-01,0.049,0.228,0.148,0.12,0.097,0.185,0.36,0.175
"Vancouver",2018-01-01,0.05,0.226,0.15,0.12,0.096,0.184,0.359,0.174
"Vancouver",2018-02-01,0.05,0.225,0.153,0.12,0.094,0.184,0.359,0.174
"Vancouver",2018-03-01,0.051,0.223,0.156,0.12,0.093,0.184,0.358,0.174
"Vancouver",2018-04-01,0.051,0.221,0.159,0.12,0.092,0.183,0.358,0.174
"Vancouver",2018-05-01,0.052,0.219,0.162,0.119,0.091,0.183,0.357,0.174
"Vancouver",2018-06-01,0.052,0.217,0.165,0.119,0.09,0.182,0.357,0.174
"Vancouver",2018-07-01,0.053,0.215,0.168,0.119,0.089,0.182,0.356,0.174
"Vancouver",2018-08-01,0.054,0.213,0.166,0.118,0.091,0.181,0.357,0.176
"Vancouver",2018-09-01,0.056,0.211,0.164,0.118,0.093,0.18,0.359,0.178
"Vancouver",2018-10-01,0.057,0.209,0.163,0.117,0.094,0.179,0.36,0.18
"Vancouver",2018-11-01,0.058,0.207,0.161,0.117,0.096,0.178,0.361,0.183
"Vancouver",2018-12-01,0.059,0.205,0.159,0.116,0.098,0.177,0.363,0.185
"Vancouver",2019-01-01,0.06,0.203,0.158,0.116,0.1,0.176,0.364,0.187
"Vancouver",2019-02-01,0.062,0.201,0.156,0.116,0.102,0.176,0.365,0.189
"Vancouver",2019-03-01,0.063,0.199,0.154,0.115,0.104,0.175,0.367,0.191
"Vancouver",2019-04-01,0.064,0.197,0.152,0.115,0.106,0.174,0.368,0.194
"Vancouver",2019-05-01,0.066,0.195,0.151,0.114,0.107,0.173,0.369,0.196
"Vancouver",2019-06-01,0.067,0.193,0.149,0.114,0.109,0.172,0.371,0.198
"Vancouver",2019-07-01,0.068,0.191,0.147,0.113,0.111,0.171,0.372,0.2
"Vancouver",2019-08-01,0.066,0.191,0.146,0.115,0.111,0.172,0.373,0.2
"Vancouver",2019-09-01,0.063,0.191,0.146,0.117,0.112,0.173,0.373,0.2
"Vancouver",2019-10-01,0.061,0.191,0.145,0.119,0.112,0.174,0.374,0.199
"Vancouver",2019-11-01,0.058,0.191,0.145,0.121,0.112,0.175,0.375,0.199
"Vancouver",2019-12-01,0.056,0.191,0.144,0.123,0.112,0.176,0.375,0.199
"Vancouver",2020-01-01,0.054,0.191,0.144,0.125,0.112,0.177,0.376,0.198
"Vancouver",2020-02-01,0.051,0.191,0.143,0.127,0.113,0.178,0.377,0.198
"Vancouver",2020-03-01,0.049,0.191,0.142,0.129,0.113,0.179,0.377,0.198
"Vancouver",2020-04-01,0.046,0.191,0.142,0.131,0.113,0.18,0.378,0.198
"Vancouver",2020-05-01,0.044,0.191,0.141,0.133,0.114,0.181,0.379,0.197
"Vancouver",2020-06-01,0.041,0.191,0.141,0.135,0.114,0.182,0.379,0.197
"Vancouver",2020-07-01,0.039,0.191,0.14,0.137,0.114,0.183,0.38,0.197
"Vancouver",2020-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver",2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA
